City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,hithadhoo,-0.6,73.0833,27.88,75,98,4.32,MV,1691723126
297,strathmore,51.0501,-113.3852,19.67,63,59,1.54,CA,1691722800
298,kudat,6.8837,116.8477,31.96,66,20,4.12,MY,1691723126
299,tonghae,37.5439,129.1069,28.65,66,43,4.2,KR,1691723127
300,qamdo,31.1667,97.2333,9.72,78,100,1.12,CN,1691723127
301,linhares,-19.3911,-40.0722,19.5,93,0,0.53,BR,1691722827
302,malango,-2.9627,119.9001,24.86,72,100,1.44,ID,1691723127
303,lamu,-2.2717,40.902,24.12,86,17,5.73,KE,1691723127
304,sandnessjoen,66.0217,12.6316,11.29,100,75,1.03,NO,1691723128
305,kill devil hills,36.0307,-75.676,27.21,79,40,3.6,US,1691722945
306,page,36.9147,-111.4558,22.88,61,0,3.58,US,1691723128
307,porto novo,6.4965,2.6036,23.86,88,100,2.65,BJ,1691723128
308,saint-joseph,-21.3667,55.6167,19.21,76,0,1.54,RE,1691723128
309,melfort,52.8667,-104.6177,13.07,88,99,3.09,CA,1691723129
310,essaouira,31.5125,-9.77,31.72,59,20,3.6,MA,1691723129
311,marina di pisa-tirrenia-calambrone,43.6272,10.292,20.94,88,0,1.03,IT,1691723129
312,villa madero,19.4,-101.2667,13.99,93,80,1.87,MX,1691723129
313,poiana teiului,47.1,25.9667,14.09,88,16,1.66,RO,1691723130
314,gilgit,35.9221,74.3087,28.68,47,33,0.78,PK,1691723130
315,mutuali,-14.8706,37.0044,13.41,91,0,1.64,MZ,1691723130
316,talcahuano,-36.7167,-73.1167,8.82,93,20,1.03,CL,1691722515
317,champagnole,46.7445,5.9135,19.16,88,7,1.42,FR,1691723131
318,colorado springs,38.8339,-104.8214,23.52,49,75,3.09,US,1691723047
319,new norfolk,-42.7826,147.0587,14.4,70,100,3.44,AU,1691723131
320,brokopondo,4.75,-55.1667,25.55,80,96,3.87,SR,1691723131
321,kribi,2.95,9.9167,24.15,91,100,2.64,CM,1691723132
322,luwero,0.8492,32.4731,16.08,96,37,0.69,UG,1691723077
323,tual,-5.6667,132.75,25.74,81,57,8.4,ID,1691723132
324,taksimo,56.3444,114.8794,16.35,98,100,0.55,RU,1691723133
325,illizi,26.4833,8.4667,25.89,18,0,1.35,DZ,1691722941
326,olinda,-8.0089,-34.8553,22.85,88,75,3.09,BR,1691723133
327,horta,38.5333,-28.6333,20.57,88,0,3.13,PT,1691723133
328,nabire,-3.3667,135.4833,29.47,68,50,1.62,ID,1691723133
329,carauari,-4.8828,-66.8958,23.85,89,40,0.53,BR,1691723121
330,alekseyevka,50.6309,38.6903,20.76,75,100,5.07,RU,1691723134
331,vila franca do campo,37.7167,-25.4333,22.23,93,89,3.03,PT,1691723134
332,bulgan,48.8125,103.5347,18.04,62,31,1.62,MN,1691723135
333,mumbwa,-14.9783,27.0619,12.63,75,0,3.16,ZM,1691723135
334,mo i rana,66.3128,14.1428,14.26,80,100,2.68,NO,1691723135
335,port lincoln,-34.7333,135.8667,13.9,59,99,1.64,AU,1691723136
336,sao vicente,-23.9631,-46.3919,25.15,26,13,2.0,BR,1691723136
337,machico,32.7,-16.7667,28.35,23,20,7.72,PT,1691723136
338,ancud,-41.8697,-73.8203,6.05,79,35,5.11,CL,1691723136
339,kaa-khem,51.6833,94.7333,22.5,46,25,2.09,RU,1691723137
340,arraial do cabo,-22.9661,-42.0278,21.22,90,10,10.38,BR,1691723137
341,solwezi,-12.1688,26.3894,10.36,56,0,1.89,ZM,1691722884
342,nguigmi,14.2495,13.1092,27.4,68,57,1.05,NE,1691723137
343,san luis,-33.295,-66.3356,12.39,52,1,5.08,AR,1691722873
344,sikasso,10.9167,-7.0,22.21,97,100,2.76,ML,1691723138
345,lib,8.3122,167.3766,28.0,71,10,4.49,MH,1691723138
346,lihue,21.9789,-159.3672,29.58,64,0,6.17,US,1691723100
347,rancho palos verdes,33.7445,-118.387,23.61,89,40,5.66,US,1691723002
348,justo daract,-33.8594,-65.1828,11.21,51,4,2.14,AR,1691723139
349,maragogi,-9.0122,-35.2225,23.6,82,63,4.34,BR,1691723139
350,coari,-4.085,-63.1414,25.37,68,30,0.57,BR,1691723139
351,garoua boulai,5.8833,14.55,18.0,98,100,0.49,CM,1691723140
352,olsztyn,53.7799,20.4942,8.98,76,97,1.81,PL,1691723140
353,sayan,-11.1361,-77.1933,20.13,69,3,0.67,PE,1691723140
354,sassandra,4.95,-6.0833,23.15,90,91,2.37,CI,1691722882
355,wenchang,30.904,118.4887,32.55,59,4,1.61,CN,1691723141
356,mpika,-11.8343,31.4529,10.47,76,0,3.66,ZM,1691723141
357,antsiranana,-12.2787,49.2917,21.17,83,2,4.47,MG,1691723141
358,genhe,50.7833,121.5167,21.52,60,100,2.51,CN,1691723142
359,likasi,-10.9814,26.7333,11.73,54,1,1.6,CD,1691723142
360,abu al matamir,30.9102,30.1744,24.27,76,0,2.15,EG,1691723142
361,belomorsk,64.5232,34.7668,16.13,82,8,0.89,RU,1691723142
362,boyolangu,-8.1181,111.8935,28.32,100,15,4.16,ID,1691723142
363,dawukou,39.0419,106.3958,23.45,51,100,0.22,CN,1691723143
364,almus,40.3758,36.9044,18.73,87,25,1.26,TR,1691723144
365,kharp,66.8014,65.8081,12.07,65,4,2.17,RU,1691723144
366,papayal,-4.0761,-80.7361,23.8,69,3,1.79,PE,1691723144
367,ingeniero jacobacci,-41.3427,-69.5448,2.55,56,21,12.73,AR,1691723145
368,berezovo,63.9381,65.0419,13.34,62,2,4.21,RU,1691723145
369,sagna,46.9833,27.0167,16.91,76,61,2.36,RO,1691723145
370,bovalino,38.149,16.174,23.94,60,0,2.98,IT,1691723146
371,vanino,49.0869,140.2543,15.36,97,100,1.06,RU,1691723146
372,pailon,-17.65,-62.75,26.5,36,0,5.47,BO,1691723146
373,bel ombre,-4.6167,55.4167,24.91,83,20,1.03,SC,1691723146
374,carutapera,-1.195,-46.02,23.96,92,11,1.53,BR,1691723146
375,patong,7.8961,98.2966,30.01,70,50,3.91,TH,1691722885
376,nuku'alofa,-21.1333,-175.2,22.19,83,75,2.57,TO,1691723147
377,quellon,-43.1167,-73.6167,5.14,87,75,2.06,CL,1691723147
378,laojunmiao,39.8333,97.7333,25.41,27,20,0.86,CN,1691723147
379,acajutla,13.5928,-89.8275,28.21,84,16,3.45,SV,1691723148
380,santa ana de yacuma,-13.75,-65.4333,29.95,38,100,2.17,BO,1691723148
381,hawaiian paradise park,19.5933,-154.9731,27.73,84,75,4.12,US,1691723148
382,dragalina,44.4333,27.3167,19.86,68,99,3.1,RO,1691723148
383,paraiso,9.8383,-83.8656,21.95,84,100,1.48,CR,1691723087
384,ola,59.5833,151.2833,15.92,69,0,2.98,RU,1691723149
385,skovorodino,53.9833,123.9167,25.05,50,100,3.49,RU,1691723149
386,eatonton,33.3268,-83.3885,25.6,87,6,1.76,US,1691723149
387,la sarre,48.8002,-79.1996,11.85,97,21,3.15,CA,1691722956
388,polyarnyy,69.1989,33.4478,15.81,86,2,3.77,RU,1691723150
389,mucuri,-18.0864,-39.5508,22.39,80,12,2.79,BR,1691723150
390,pisco,-13.7,-76.2167,20.03,73,100,4.12,PE,1691723150
391,portland,45.5234,-122.6762,24.32,55,20,4.12,US,1691722976
392,bossangoa,6.4926,17.4552,20.25,99,98,0.18,CF,1691723150
393,hua hin,12.5707,99.9588,34.44,69,20,3.09,TH,1691723150
394,nasiriyah,31.0521,46.261,37.43,13,2,2.32,IQ,1691723151
395,villa gesell,-37.2639,-56.973,12.81,95,88,5.06,AR,1691723151
396,vanimo,-2.6741,141.3028,29.94,68,98,3.76,PG,1691723151
397,tobelo,1.7284,128.0095,30.49,60,47,3.93,ID,1691723128
398,ricany,49.9917,14.6543,15.19,72,0,2.06,CZ,1691723094
399,lubang,13.8584,120.124,28.6,79,62,6.07,PH,1691723152
400,kathmandu,27.7167,85.3167,26.02,75,75,2.06,NP,1691722609
401,la punta,-33.1837,-66.3127,11.98,52,2,4.8,AR,1691723152
402,ardesen,41.1911,40.9875,26.64,85,76,1.17,TR,1691723152
403,sao felix do xingu,-6.6447,-51.995,26.28,52,79,0.74,BR,1691723152
404,bighapur khurd,26.35,80.6833,30.09,64,75,4.43,IN,1691723153
405,tokar,18.4254,37.729,31.81,45,73,10.09,SD,1691723153
406,saldanha,-33.0117,17.9442,11.03,51,5,6.2,ZA,1691723153
407,hasaki,35.7333,140.8333,34.05,77,9,5.93,JP,1691723148
408,lorengau,-2.0226,147.2712,27.56,79,93,7.5,PG,1691722888
409,fort bragg,35.139,-79.006,26.91,81,40,2.57,US,1691723129
410,forio,40.7342,13.8646,23.07,82,2,0.89,IT,1691723065
411,khorixas,-20.3667,14.9667,14.74,52,2,1.45,NA,1691723154
412,tanout,14.9709,8.8879,26.14,60,100,4.78,NE,1691723154
413,saint-georges,12.0564,-61.7485,28.82,84,20,6.17,GD,1691722999
414,jonuta,18.0833,-92.1333,28.46,71,47,1.48,MX,1691723154
415,natal,-5.795,-35.2094,24.12,94,40,5.14,BR,1691723155
416,dzuunmod,48.2199,97.3744,18.28,42,0,1.48,MN,1691723155
417,tangalle,6.024,80.7911,27.09,70,54,4.3,LK,1691722967
418,myslenice,49.8338,19.9383,12.21,79,8,1.83,PL,1691723073
419,ust'-kulom,61.6864,53.6902,16.46,66,6,1.45,RU,1691723156
420,san jose del guaviare,2.5729,-72.6459,23.16,96,81,0.43,CO,1691723156
421,huarmey,-10.0681,-78.1522,19.44,82,13,3.96,PE,1691723156
422,conde,-7.2597,-34.9075,21.7,100,40,2.06,BR,1691723156
423,jacksonville,30.3322,-81.6556,31.0,74,40,2.57,US,1691722651
424,yuzhno-kurilsk,44.0306,145.8556,22.32,86,96,3.7,RU,1691723121
425,spring creek,40.7266,-115.5859,25.83,21,5,2.15,US,1691723155
426,kotlas,61.2611,46.6556,19.71,79,0,0.25,RU,1691723157
427,ak'ordat,15.5486,37.8867,24.61,74,97,2.15,ER,1691723157
428,shimokizukuri,40.8061,140.3861,34.73,50,0,1.83,JP,1691723157
429,novaya igirma,57.1334,103.9112,22.2,52,100,2.09,RU,1691723157
430,stettler,52.3168,-112.7186,16.86,55,7,3.6,CA,1691722981
431,cooper's town,26.8667,-77.5167,29.61,71,21,4.77,BS,1691723158
432,visby,57.6409,18.296,13.23,88,100,3.6,SE,1691723114
433,khash,28.2211,61.2158,27.17,17,0,2.44,IR,1691723159
434,eydhafushi,5.1033,73.0708,28.03,76,83,6.8,MV,1691723159
435,red chute,32.556,-93.6132,32.77,60,0,0.0,US,1691723159
436,gole,52.1665,20.4937,14.49,62,79,1.1,PL,1691723159
437,san pascual,13.7975,121.0342,30.9,70,83,5.63,PH,1691723159
438,vilyuysk,63.7553,121.6247,24.69,45,96,4.8,RU,1691723160
439,enewetak,11.3474,162.3373,28.64,76,41,5.37,MH,1691723160
440,san antonio de pale,-1.4014,5.6325,23.33,87,99,4.75,GQ,1691723160
441,manokwari,-0.8667,134.0833,28.18,72,36,2.86,ID,1691723160
442,breaux bridge,30.2735,-91.8993,29.48,80,1,4.71,US,1691723161
443,sterling,39.0062,-77.4286,23.46,81,0,3.09,US,1691723158
444,lagoa,39.05,-27.9833,22.33,63,1,2.97,PT,1691723147
445,uren',57.4552,45.7852,18.64,73,16,1.86,RU,1691723161
446,tarija,-21.5355,-64.7296,18.95,24,77,0.0,BO,1691723162
447,bathsheba,13.2167,-59.5167,28.34,83,20,7.72,BB,1691723162
448,reggane,26.7158,0.1714,33.62,15,0,4.41,DZ,1691723163
449,governador valadares,-18.8511,-41.9494,22.03,68,86,1.72,BR,1691723163
450,ban phan don,17.1427,102.9726,32.73,99,100,2.9,TH,1691723163
451,zaragoza,41.6561,-0.8773,23.34,51,0,4.63,ES,1691723163
452,kourou,5.1552,-52.6478,23.03,91,60,2.6,GF,1691723164
453,chiredzi,-21.05,31.6667,13.31,84,3,2.17,ZW,1691722937
454,kangasniemi,61.9936,26.6479,10.01,88,20,3.28,FI,1691723164
455,pikalevo,59.5183,34.1664,14.13,74,55,1.06,RU,1691723164
456,puerto carreno,6.189,-67.4859,24.55,88,92,2.16,CO,1691723165
457,ad dawadimi,24.5077,44.3924,27.64,15,1,3.23,SA,1691723165
458,prince albert,53.2001,-105.7677,13.97,100,75,5.14,CA,1691723165
459,mili,6.0815,171.735,28.51,72,22,5.08,MH,1691723165
460,straja,47.9167,25.55,12.88,88,91,1.45,RO,1691723167
461,shimanovsk,52.0,127.7,27.01,44,31,3.62,RU,1691723167
462,abengourou,6.7297,-3.4964,20.23,100,84,0.75,CI,1691723167
463,dickinson,29.4608,-95.0513,31.18,83,0,3.6,US,1691723168
464,pallikondai,12.9167,78.9333,28.19,66,100,2.53,IN,1691723168
465,ngong,-1.3618,36.6566,13.85,77,75,0.0,KE,1691723168
466,labytnangi,66.6572,66.4183,12.13,67,1,1.66,RU,1691723169
467,shasta lake,40.6804,-122.3708,31.46,27,0,1.72,US,1691723169
468,lerwick,60.1545,-1.1494,14.0,91,1,7.02,GB,1691723169
469,dryden,49.7833,-92.7503,16.16,67,100,2.57,CA,1691723004
470,vega de alatorre,20.0333,-96.6333,28.51,87,0,5.91,MX,1691723169
471,fuyuan,46.4333,127.0833,23.8,80,75,7.56,CN,1691723170
472,usinsk,65.9939,57.5281,14.04,66,57,3.81,RU,1691723170
473,suoyarvi,62.0833,32.35,13.1,76,80,1.48,RU,1691723170
474,el nido,11.1858,119.3956,28.87,78,99,6.21,PH,1691723171
475,elk city,35.412,-99.4043,28.3,54,0,3.6,US,1691722932
476,luganville,-15.5333,167.1667,23.02,59,15,6.58,VU,1691722888
477,canton,23.1167,113.25,29.93,55,61,1.45,CN,1691722882
478,namtsy,62.7161,129.6658,24.21,46,99,5.03,RU,1691723172
479,sibiti,-3.6819,13.3499,19.04,90,7,0.81,CG,1691723172
480,dudinka,69.4058,86.1778,7.57,39,94,12.76,RU,1691723172
481,grand falls-windsor,48.9332,-55.6649,15.28,95,100,0.39,CA,1691723173
482,zaojiacheng,39.2761,117.4317,30.99,66,20,2.0,CN,1691723173
483,carbonear,47.7332,-53.2148,17.57,95,12,3.16,CA,1691723173
484,susuman,62.7833,148.1667,20.27,38,5,0.64,RU,1691723129
485,ulsteinvik,62.3432,5.8487,12.64,88,100,2.24,NO,1691723151
486,stjordalshalsen,63.4681,10.9262,12.69,100,100,1.54,NO,1691723174
487,coquimbo,-29.9533,-71.3436,12.85,94,0,1.54,CL,1691723174
488,as sulayyil,20.4607,45.5779,27.14,12,3,2.83,SA,1691723175
489,kolonia town,6.964,158.206,32.06,74,75,4.12,FM,1691723175
490,cururupu,-1.8283,-44.8683,23.4,92,4,1.5,BR,1691723175
491,ar ruways,24.1103,52.7306,35.87,44,5,2.89,AE,1691723062
492,melo,-32.3667,-54.1833,17.18,95,100,1.47,UY,1691723176
493,kindberg,47.5,15.45,12.86,85,7,0.97,AT,1691723176
494,praia da vitoria,38.7333,-27.0667,23.14,88,40,3.82,PT,1691723136
495,lydenburg,-25.0978,30.4597,5.71,91,0,0.97,ZA,1691723176
496,ovruch,51.3246,28.8035,12.36,79,2,2.41,UA,1691723177
497,tucumcari,35.1717,-103.725,27.91,26,0,3.09,US,1691723014
498,skeldon,5.8833,-57.1333,25.05,88,22,2.61,GY,1691723177
499,ginir,7.1333,40.7,14.75,82,74,3.03,ET,1691723177
500,kismayo,-0.3582,42.5454,24.02,84,79,5.78,SO,1691723177
501,enoch,37.7733,-113.0244,21.14,59,0,3.09,US,1691723178
502,port macquarie,-31.4333,152.9167,19.94,41,0,4.64,AU,1691723030
503,crane,31.3974,-102.3501,35.17,24,47,6.23,US,1691723178
504,kalmunai,7.4167,81.8167,29.36,64,95,3.43,LK,1691723178
505,st. john's,47.5649,-52.7093,17.31,96,40,3.09,CA,1691722922
506,gebeit,21.0667,36.3167,28.48,36,62,1.46,SD,1691723178
507,sarmiento,-45.5882,-69.07,5.16,78,100,11.52,AR,1691723179
508,bamboo flat,11.7,92.7167,29.05,84,40,5.66,IN,1691723179
509,namibe,-15.1961,12.1522,15.44,84,5,5.57,AO,1691723180
510,springbok,-29.6643,17.8865,13.77,32,7,4.78,ZA,1691723180
511,ribeira brava,32.65,-17.0667,28.35,64,0,2.66,PT,1691723180
512,fonte boa,-2.4959,-66.2662,22.95,99,100,1.16,BR,1691723180
513,fale old settlement,-9.3852,-171.2468,28.22,76,69,5.41,TK,1691723181
514,moranbah,-22.0016,148.0466,24.08,32,0,4.47,AU,1691723181
515,seven pagodas,12.6264,80.1722,29.03,65,100,3.27,IN,1691723181
516,fisterra,42.9049,-9.2629,19.3,93,10,3.42,ES,1691723096
517,mahibadhoo,3.7833,72.9667,28.17,75,97,6.57,MV,1691723181
518,itamaraca,-7.7478,-34.8256,23.03,82,57,4.56,BR,1691723182
519,geraldton,-28.7667,114.6,16.23,88,100,5.14,AU,1691723182
520,machiques,10.0644,-72.545,25.54,86,60,2.61,VE,1691723182
521,bogale,16.2833,95.4,29.32,74,93,5.06,MM,1691723182
522,al bawiti,28.3492,28.8659,23.39,60,0,3.71,EG,1691723182
523,kupang,-10.1667,123.5833,32.32,35,20,9.26,ID,1691723183
524,kirakira,-10.4544,161.9205,25.0,83,100,6.09,SB,1691723183
525,troy,42.6056,-83.1499,23.08,63,0,2.57,US,1691723088
526,luzilandia,-3.4578,-42.3703,21.68,97,20,1.16,BR,1691723183
527,tazacorte,28.629,-17.9293,25.54,53,0,6.17,ES,1691723184
528,kremenets,50.0969,25.7246,13.85,78,72,1.72,UA,1691723184
529,wanning,18.8003,110.3967,32.49,59,100,5.51,CN,1691723184
530,coronel dorrego,-38.7187,-61.2873,9.95,54,71,5.03,AR,1691723185
531,los palacios y villafranca,37.1618,-5.9243,27.98,56,0,2.56,ES,1691723185
532,tocopilla,-22.092,-70.1979,18.16,72,41,3.98,CL,1691722914
533,archangelos,36.2149,28.1149,24.99,80,0,3.91,GR,1691723185
534,alaghsas,17.0187,8.0168,28.93,52,43,2.25,NE,1691723185
535,tidjikja,18.5564,-11.4271,32.29,32,65,1.21,MR,1691723186
536,sitka,57.0531,-135.33,15.94,82,100,4.63,US,1691723186
537,meadow lakes,61.6247,-149.6011,19.69,71,40,0.0,US,1691723186
538,lat yao,15.751,99.7893,30.99,53,100,3.14,TH,1691723187
539,alvand,36.3187,49.1678,18.63,35,0,1.42,IR,1691723187
540,brandon,27.9378,-82.2859,31.6,81,0,0.89,US,1691723061
541,freetown,8.484,-13.2299,24.84,88,75,5.14,SL,1691722813
542,fort st. john,56.2499,-120.8529,17.94,68,75,4.12,CA,1691723187
543,andrews,32.3187,-102.5457,37.59,28,0,2.06,US,1691723188
544,lubao,14.9167,120.55,30.84,65,86,3.04,PH,1691723188
545,birao,10.2849,22.7882,21.62,93,75,1.09,CF,1691723188
546,isangel,-19.55,169.2667,23.06,56,75,2.57,VU,1691723188
547,vizinga,61.0749,50.1031,18.41,68,0,1.02,RU,1691723188
548,sinop,41.7711,34.8709,19.29,96,86,0.85,TR,1691723189
549,jajpur,20.85,86.3333,30.36,60,100,3.12,IN,1691723189
550,el colomo,19.05,-104.25,27.44,83,22,1.57,MX,1691723189
551,birnin kebbi,12.4539,4.1975,24.81,83,100,4.65,NG,1691723189
552,otterndorf,53.8,8.9,16.13,84,75,3.09,DE,1691723191
553,harstad,68.799,16.5293,15.45,78,96,5.36,NO,1691723191
554,qarqaraly,49.4058,75.4742,15.26,79,83,4.9,KZ,1691723191
555,san fernando de apure,7.8878,-67.4724,23.95,90,99,1.63,VE,1691723191
556,nadym,65.5333,72.5167,7.91,55,0,11.28,RU,1691723192
557,saltpond,5.2091,-1.0606,22.58,94,32,3.2,GH,1691723192
558,arklow,52.7931,-6.1414,14.49,95,19,5.48,IE,1691723192
559,dhulia,20.9,74.7833,27.01,68,18,3.05,IN,1691723192
560,kurumkan,54.3,110.3,18.19,82,100,1.99,RU,1691723192
561,bhawana,31.5692,72.649,35.8,39,6,3.98,PK,1691723193
562,caxias,38.7031,-9.2767,21.89,78,0,3.09,PT,1691723193
563,al ghayzah,16.2079,52.176,25.97,89,100,3.23,YE,1691723193
564,george town,5.4112,100.3354,31.08,75,20,2.06,MY,1691722866
565,dire,12.2833,-10.9667,23.38,95,100,1.41,ML,1691723194
566,chibougamau,49.9168,-74.3659,14.79,88,100,1.03,CA,1691723117
567,katpur,21.05,71.7833,26.84,81,100,6.03,IN,1691723194
568,akureyri,65.6835,-18.0878,6.96,87,100,1.54,IS,1691723052
569,burang,30.25,81.1667,12.54,73,100,1.24,CN,1691723194
570,island harbour,50.724,-1.2758,18.97,94,100,3.13,GB,1691723194
571,camapua,-19.5314,-54.0439,24.28,28,0,1.29,BR,1691723090
572,khovd,48.0056,91.6419,23.59,32,0,0.83,MN,1691723195
573,mount pearl,47.5166,-52.7813,16.85,96,40,3.09,CA,1691723195
574,krutaya gorka,55.3649,73.2231,13.82,88,100,3.95,RU,1691723195
575,iquique,-20.2208,-70.1431,17.2,76,18,1.72,CL,1691722946
576,ketchikan,55.3422,-131.6461,15.26,94,100,4.12,US,1691723147
577,cockburn town,21.4612,-71.1419,28.87,86,100,9.26,TC,1691722899
578,klaksvik,62.2266,-6.589,12.51,98,99,7.53,FO,1691723196
579,ain sefra,32.75,-0.5833,27.02,18,1,1.23,DZ,1691723196
580,ozu,33.5,132.55,32.32,66,28,2.89,JP,1691722785
581,fu'an,27.0892,119.6453,32.59,63,100,0.93,CN,1691723197
582,marsa alam,25.0757,34.8918,30.67,45,0,5.87,EG,1691723197
583,rancharia,-22.2292,-50.8931,21.79,38,0,3.58,BR,1691723197
584,piti village,13.4626,144.6933,28.49,88,75,4.63,GU,1691723197
585,yamada,39.4667,141.95,29.6,65,0,5.02,JP,1691723198
586,doka,13.5167,35.7667,22.16,93,98,3.08,SD,1691723198
587,kamwenge,0.1866,30.4539,16.09,92,27,0.63,UG,1691723198
588,pangody,65.85,74.4859,8.38,51,0,10.26,RU,1691723198
589,beloyarskiy,63.7119,66.6722,12.84,61,0,4.52,RU,1691723198
590,nuuk,64.1835,-51.7216,8.34,87,75,5.66,GL,1691723199
591,lautoka,-17.6167,177.4667,21.92,83,100,3.6,FJ,1691723199
592,langsa,4.4683,97.9683,30.07,67,33,1.01,ID,1691723199
593,severo-yeniseyskiy,60.3725,93.0408,15.52,86,100,1.23,RU,1691723199
